file,sample_id,datetime,equiv_diam_mm,number_punches,pred_multi,prob_multi,mm_per_pixel
SYN0074-20240114-153340.jpg,SYN0074,2024-01-14 15:33:40,10.25,4,controls,0.0,0.0589
SYN0075-20240114-172615.jpg,SYN0075,2024-01-14 17:26:15,9.15,2,controls,0.026,0.0589
SYN0076-20240115-115030.jpg,SYN0076,2024-01-15 11:50:30,8.57,2,controls,0.014,0.0589
SYN0077-20240115-212203.jpg,SYN0077,2024-01-15 21:22:03,9.15,2,controls,0.105,0.0589
SYN0078-20240116-010105.jpg,SYN0078,2024-01-16 01:01:05,6.03,1,controls,0.061,0.0589
SYN0079-20240116-021529.jpg,SYN0079,2024-01-16 02:15:29,8.69,2,controls,0.074,0.0589
SYN0080-20240116-091950.jpg,SYN0080,2024-01-16 09:19:50,9.55,2,controls,0.026,0.0589
SYN0081-20240116-110422.jpg,SYN0081,2024-01-16 11:04:22,11.23,4,controls,0.006,0.0589
SYN0082-20240116-120607.jpg,SYN0082,2024-01-16 12:06:07,8.24,2,controls,0.2,0.0589
SYN0083-20240117-030332.jpg,SYN0083,2024-01-17 03:03:32,4.92,1,0304,0.949,0.0589
SYN0084-20240117-035439.jpg,SYN0084,2024-01-17 03:54:39,8.7,2,0304,0.941,0.0589
SYN0085-20240117-104323.jpg,SYN0085,2024-01-17 10:43:23,8.38,2,controls,0.063,0.0589
SYN0086-20240117-124739.jpg,SYN0086,2024-01-17 12:47:39,9.77,2,controls,0.109,0.0589
SYN0087-20240117-160625.jpg,SYN0087,2024-01-17 16:06:25,10.75,4,controls,0.002,0.0589
SYN0088-20240117-220754.jpg,SYN0088,2024-01-17 22:07:54,9.4,2,controls,0.099,0.0589
SYN0089-20240118-054950.jpg,SYN0089,2024-01-18 05:49:50,9.49,2,controls,0.028,0.0589
SYN0090-20240118-085901.jpg,SYN0090,2024-01-18 08:59:01,4.75,1,0304,0.886,0.0589
SYN0091-20240118-210101.jpg,SYN0091,2024-01-18 21:01:01,9.16,2,controls,0.0,0.0589
SYN0092-20240118-234901.jpg,SYN0092,2024-01-18 23:49:01,10.47,4,controls,0.074,0.0589
SYN0093-20240119-080215.jpg,SYN0093,2024-01-19 08:02:15,7.97,1,controls,0.068,0.0589
SYN0094-20240119-170813.jpg,SYN0094,2024-01-19 17:08:13,8.53,2,controls,0.069,0.0589
SYN0095-20240120-071920.jpg,SYN0095,2024-01-20 07:19:20,8.43,2,controls,0.01,0.0589
SYN0096-20240120-095251.jpg,SYN0096,2024-01-20 09:52:51,6.82,1,controls,0.184,0.0589
SYN0097-20240120-140304.jpg,SYN0097,2024-01-20 14:03:04,9.46,2,controls,0.006,0.0589
SYN0098-20240120-181403.jpg,SYN0098,2024-01-20 18:14:03,4.03,1,controls,0.148,0.0589
SYN0099-20240120-182935.jpg,SYN0099,2024-01-20 18:29:35,9.41,2,controls,0.015,0.0589
SYN0100-20240121-064049.jpg,SYN0100,2024-01-21 06:40:49,5.04,1,controls,0.159,0.0589
SYN0101-20240121-083436.jpg,SYN0101,2024-01-21 08:34:36,4.89,1,controls,0.001,0.0589
SYN0102-20240121-100923.jpg,SYN0102,2024-01-21 10:09:23,9.54,2,controls,0.029,0.0589
SYN0103-20240121-110334.jpg,SYN0103,2024-01-21 11:03:34,8.51,2,controls,0.034,0.0589
SYN0104-20240121-172424.jpg,SYN0104,2024-01-21 17:24:24,7.82,1,controls,0.005,0.0589
SYN0105-20240121-173326.jpg,SYN0105,2024-01-21 17:33:26,8.78,2,controls,0.001,0.0589
SYN0106-20240121-175811.jpg,SYN0106,2024-01-21 17:58:11,9.63,2,controls,0.013,0.0589
SYN0107-20240121-223958.jpg,SYN0107,2024-01-21 22:39:58,11.85,4,controls,0.028,0.0589
SYN0108-20240122-004420.jpg,SYN0108,2024-01-22 00:44:20,5.45,1,controls,0.012,0.0589
SYN0109-20240122-011006.jpg,SYN0109,2024-01-22 01:10:06,7.89,1,controls,0.239,0.0589
SYN0110-20240122-040235.jpg,SYN0110,2024-01-22 04:02:35,9.28,2,controls,0.226,0.0589
SYN0111-20240122-054509.jpg,SYN0111,2024-01-22 05:45:09,6.14,1,controls,0.009,0.0589
SYN0112-20240122-064127.jpg,SYN0112,2024-01-22 06:41:27,5.14,1,controls,0.036,0.0589
SYN0113-20240122-091307.jpg,SYN0113,2024-01-22 09:13:07,8.98,2,controls,0.155,0.0589
SYN0114-20240122-183040.jpg,SYN0114,2024-01-22 18:30:40,9.18,2,controls,0.163,0.0589
SYN0115-20240123-052714.jpg,SYN0115,2024-01-23 05:27:14,8.37,2,controls,0.01,0.0589
SYN0116-20240123-085512.jpg,SYN0116,2024-01-23 08:55:12,8.03,2,controls,0.001,0.0589
SYN0117-20240123-150024.jpg,SYN0117,2024-01-23 15:00:24,9.03,2,controls,0.178,0.0589
SYN0118-20240123-180955.jpg,SYN0118,2024-01-23 18:09:55,9.74,2,0304,0.989,0.0589
SYN0119-20240123-193657.jpg,SYN0119,2024-01-23 19:36:57,8.64,2,controls,0.0,0.0589
SYN0120-20240123-194335.jpg,SYN0120,2024-01-23 19:43:35,8.16,2,controls,0.002,0.0589
SYN0121-20240123-210342.jpg,SYN0121,2024-01-23 21:03:42,8.39,2,controls,0.222,0.0589
SYN0122-20240124-001100.jpg,SYN0122,2024-01-24 00:11:00,9.53,2,0304,0.848,0.0589
SYN0123-20240124-081544.jpg,SYN0123,2024-01-24 08:15:44,9.01,2,controls,0.017,0.0589
SYN0124-20240124-112737.jpg,SYN0124,2024-01-24 11:27:37,4.97,1,controls,0.021,0.0589
SYN0125-20240124-203412.jpg,SYN0125,2024-01-24 20:34:12,10.74,4,controls,0.456,0.0589
SYN0126-20240125-032923.jpg,SYN0126,2024-01-25 03:29:23,10.15,4,controls,0.003,0.0589
SYN0127-20240125-071706.jpg,SYN0127,2024-01-25 07:17:06,10.21,4,controls,0.002,0.0589
SYN0128-20240125-102627.jpg,SYN0128,2024-01-25 10:26:27,7.66,1,controls,0.293,0.0589
SYN0129-20240125-123011.jpg,SYN0129,2024-01-25 12:30:11,11.13,4,controls,0.153,0.0589
SYN0130-20240125-124124.jpg,SYN0130,2024-01-25 12:41:24,6.92,1,controls,0.056,0.0589
SYN0131-20240125-173447.jpg,SYN0131,2024-01-25 17:34:47,9.91,2,controls,0.313,0.0589
SYN0132-20240125-203101.jpg,SYN0132,2024-01-25 20:31:01,12.31,4,controls,0.054,0.0589
SYN0133-20240125-223831.jpg,SYN0133,2024-01-25 22:38:31,7.54,1,controls,0.003,0.0589
SYN0134-20240125-233451.jpg,SYN0134,2024-01-25 23:34:51,8.18,2,controls,0.105,0.0589
SYN0135-20240126-002819.jpg,SYN0135,2024-01-26 00:28:19,9.18,2,controls,0.036,0.0589
SYN0136-20240126-062330.jpg,SYN0136,2024-01-26 06:23:30,8.27,2,controls,0.029,0.0589
SYN0137-20240126-083427.jpg,SYN0137,2024-01-26 08:34:27,6.7,1,controls,0.147,0.0589
SYN0138-20240126-084905.jpg,SYN0138,2024-01-26 08:49:05,9.13,2,controls,0.017,0.0589
SYN0139-20240126-114222.jpg,SYN0139,2024-01-26 11:42:22,7.43,1,controls,0.069,0.0589
SYN0140-20240126-162703.jpg,SYN0140,2024-01-26 16:27:03,9.74,2,controls,0.007,0.0589
SYN0141-20240126-172850.jpg,SYN0141,2024-01-26 17:28:50,7.65,1,controls,0.004,0.0589
SYN0142-20240126-175232.jpg,SYN0142,2024-01-26 17:52:32,7.75,1,controls,0.031,0.0589
SYN0143-20240126-212001.jpg,SYN0143,2024-01-26 21:20:01,11.35,4,controls,0.0,0.0589
SYN0144-20240127-055735.jpg,SYN0144,2024-01-27 05:57:35,8.45,2,controls,0.015,0.0589
SYN0145-20240127-095425.jpg,SYN0145,2024-01-27 09:54:25,4.45,1,controls,0.001,0.0589
SYN0146-20240127-143113.jpg,SYN0146,2024-01-27 14:31:13,7.7,1,controls,0.193,0.0589
SYN0147-20240128-084159.jpg,SYN0147,2024-01-28 08:41:59,10.25,4,controls,0.016,0.0589
SYN0148-20240129-051227.jpg,SYN0148,2024-01-29 05:12:27,7.18,1,controls,0.047,0.0589
SYN0149-20240129-073647.jpg,SYN0149,2024-01-29 07:36:47,9.37,2,controls,0.0,0.0589
SYN0150-20240129-132525.jpg,SYN0150,2024-01-29 13:25:25,10.99,4,controls,0.066,0.0589
SYN0151-20240129-183938.jpg,SYN0151,2024-01-29 18:39:38,6.62,1,controls,0.247,0.0589
SYN0152-20240129-200502.jpg,SYN0152,2024-01-29 20:05:02,4.37,1,controls,0.328,0.0589
SYN0153-20240129-212108.jpg,SYN0153,2024-01-29 21:21:08,9.31,2,controls,0.019,0.0589
SYN0154-20240130-012540.jpg,SYN0154,2024-01-30 01:25:40,6.87,1,controls,0.005,0.0589
SYN0155-20240130-020544.jpg,SYN0155,2024-01-30 02:05:44,10.82,4,controls,0.031,0.0589
SYN0156-20240130-054103.jpg,SYN0156,2024-01-30 05:41:03,10.98,4,controls,0.089,0.0589
SYN0157-20240130-071722.jpg,SYN0157,2024-01-30 07:17:22,7.73,1,controls,0.2,0.0589
SYN0158-20240130-102512.jpg,SYN0158,2024-01-30 10:25:12,9.96,2,controls,0.025,0.0589
SYN0159-20240130-130259.jpg,SYN0159,2024-01-30 13:02:59,10.86,4,controls,0.045,0.0589
SYN0160-20240130-153951.jpg,SYN0160,2024-01-30 15:39:51,4.34,1,0304,0.982,0.0589
SYN0161-20240131-010957.jpg,SYN0161,2024-01-31 01:09:57,9.47,2,controls,0.206,0.0589
SYN0162-20240131-020123.jpg,SYN0162,2024-01-31 02:01:23,7.96,1,controls,0.023,0.0589
SYN0163-20240131-095244.jpg,SYN0163,2024-01-31 09:52:44,11.83,4,controls,0.014,0.0589
SYN0164-20240131-132432.jpg,SYN0164,2024-01-31 13:24:32,9.74,2,controls,0.159,0.0589
SYN0165-20240131-173943.jpg,SYN0165,2024-01-31 17:39:43,7.25,1,0304,0.78,0.0589
SYN0166-20240131-225324.jpg,SYN0166,2024-01-31 22:53:24,10.02,4,controls,0.299,0.0589
SYN0167-20240201-011311.jpg,SYN0167,2024-02-01 01:13:11,7.57,1,controls,0.001,0.0589
SYN0168-20240201-045017.jpg,SYN0168,2024-02-01 04:50:17,10.21,4,controls,0.03,0.0589
SYN0169-20240201-062535.jpg,SYN0169,2024-02-01 06:25:35,10.77,4,controls,0.027,0.0589
SYN0170-20240201-070331.jpg,SYN0170,2024-02-01 07:03:31,7.8,1,controls,0.138,0.0589
SYN0171-20240201-074139.jpg,SYN0171,2024-02-01 07:41:39,6.6,1,controls,0.016,0.0589
SYN0172-20240201-135821.jpg,SYN0172,2024-02-01 13:58:21,7.4,1,controls,0.005,0.0589
SYN0173-20240201-142421.jpg,SYN0173,2024-02-01 14:24:21,10.27,4,controls,0.021,0.0589
SYN0174-20240201-142757.jpg,SYN0174,2024-02-01 14:27:57,11.88,4,controls,0.107,0.0589
SYN0175-20240202-044307.jpg,SYN0175,2024-02-02 04:43:07,8.67,2,controls,0.078,0.0589
SYN0176-20240202-053502.jpg,SYN0176,2024-02-02 05:35:02,7.9,1,controls,0.0,0.0589
SYN0177-20240202-075502.jpg,SYN0177,2024-02-02 07:55:02,7.7,1,controls,0.027,0.0589
SYN0178-20240202-154034.jpg,SYN0178,2024-02-02 15:40:34,7.81,1,0304,0.816,0.0589
SYN0179-20240202-194447.jpg,SYN0179,2024-02-02 19:44:47,7.89,1,controls,0.039,0.0589
SYN0180-20240202-211100.jpg,SYN0180,2024-02-02 21:11:00,10.35,4,controls,0.047,0.0589
SYN0181-20240203-001034.jpg,SYN0181,2024-02-03 00:10:34,8.68,2,controls,0.062,0.0589
SYN0182-20240203-043416.jpg,SYN0182,2024-02-03 04:34:16,10.85,4,controls,0.001,0.0589
SYN0183-20240203-053326.jpg,SYN0183,2024-02-03 05:33:26,9.84,2,controls,0.014,0.0589
SYN0184-20240203-091320.jpg,SYN0184,2024-02-03 09:13:20,13.14,4,controls,0.0,0.0589
SYN0185-20240204-002258.jpg,SYN0185,2024-02-04 00:22:58,5.97,1,controls,0.0,0.0589
SYN0186-20240204-015829.jpg,SYN0186,2024-02-04 01:58:29,9.18,2,controls,0.023,0.0589
SYN0187-20240204-033225.jpg,SYN0187,2024-02-04 03:32:25,9.98,2,controls,0.026,0.0589
SYN0188-20240204-053840.jpg,SYN0188,2024-02-04 05:38:40,7.75,1,controls,0.0,0.0589
SYN0189-20240204-062909.jpg,SYN0189,2024-02-04 06:29:09,7.43,1,controls,0.034,0.0589
SYN0190-20240204-083629.jpg,SYN0190,2024-02-04 08:36:29,9.76,2,controls,0.01,0.0589
SYN0191-20240204-135012.jpg,SYN0191,2024-02-04 13:50:12,8.7,2,controls,0.058,0.0589
SYN0192-20240204-163756.jpg,SYN0192,2024-02-04 16:37:56,4.06,1,0304,0.896,0.0589
SYN0193-20240204-174500.jpg,SYN0193,2024-02-04 17:45:00,10.11,4,controls,0.002,0.0589
SYN0194-20240204-182837.jpg,SYN0194,2024-02-04 18:28:37,8.85,2,0304,0.82,0.0589
SYN0195-20240204-192529.jpg,SYN0195,2024-02-04 19:25:29,10.15,4,controls,0.066,0.0589
SYN0196-20240205-005708.jpg,SYN0196,2024-02-05 00:57:08,8.36,2,controls,0.056,0.0589
SYN0197-20240205-112245.jpg,SYN0197,2024-02-05 11:22:45,10.2,4,controls,0.028,0.0589
SYN0198-20240205-121547.jpg,SYN0198,2024-02-05 12:15:47,5.54,1,controls,0.025,0.0589
SYN0199-20240205-123056.jpg,SYN0199,2024-02-05 12:30:56,8.37,2,0304,0.989,0.0589
SYN0200-20240205-131932.jpg,SYN0200,2024-02-05 13:19:32,10.32,4,controls,0.19,0.0589
SYN0201-20240205-143827.jpg,SYN0201,2024-02-05 14:38:27,9.36,2,controls,0.215,0.0589
SYN0202-20240205-152809.jpg,SYN0202,2024-02-05 15:28:09,7.17,1,controls,0.001,0.0589
SYN0203-20240205-162826.jpg,SYN0203,2024-02-05 16:28:26,9.3,2,controls,0.038,0.0589
SYN0204-20240205-201151.jpg,SYN0204,2024-02-05 20:11:51,9.62,2,0304,0.804,0.0589
SYN0205-20240205-221342.jpg,SYN0205,2024-02-05 22:13:42,7.72,1,controls,0.026,0.0589
SYN0206-20240206-002617.jpg,SYN0206,2024-02-06 00:26:17,9.27,2,controls,0.006,0.0589
SYN0207-20240206-012001.jpg,SYN0207,2024-02-06 01:20:01,9.13,2,controls,0.219,0.0589
SYN0208-20240206-052910.jpg,SYN0208,2024-02-06 05:29:10,7.33,1,controls,0.003,0.0589
SYN0209-20240206-115840.jpg,SYN0209,2024-02-06 11:58:40,9.58,2,controls,0.025,0.0589
SYN0210-20240206-175858.jpg,SYN0210,2024-02-06 17:58:58,9.88,2,controls,0.006,0.0589
SYN0211-20240206-221846.jpg,SYN0211,2024-02-06 22:18:46,10.67,4,controls,0.04,0.0589
SYN0212-20240207-100651.jpg,SYN0212,2024-02-07 10:06:51,10.62,4,controls,0.231,0.0589
SYN0213-20240207-110754.jpg,SYN0213,2024-02-07 11:07:54,6.98,1,controls,0.197,0.0589
SYN0214-20240207-222450.jpg,SYN0214,2024-02-07 22:24:50,7.64,1,controls,0.002,0.0589
SYN0215-20240208-002225.jpg,SYN0215,2024-02-08 00:22:25,9.82,2,controls,0.0,0.0589
SYN0216-20240208-030312.jpg,SYN0216,2024-02-08 03:03:12,9.81,2,0304,0.937,0.0589
SYN0217-20240208-032332.jpg,SYN0217,2024-02-08 03:23:32,9.82,2,controls,0.029,0.0589
SYN0218-20240208-101503.jpg,SYN0218,2024-02-08 10:15:03,14.82,4,controls,0.001,0.0589
SYN0219-20240208-233824.jpg,SYN0219,2024-02-08 23:38:24,9.9,2,controls,0.1,0.0589
SYN0220-20240209-064315.jpg,SYN0220,2024-02-09 06:43:15,6.81,1,controls,0.008,0.0589
SYN0221-20240209-080818.jpg,SYN0221,2024-02-09 08:08:18,10.75,4,controls,0.001,0.0589
SYN0222-20240209-092224.jpg,SYN0222,2024-02-09 09:22:24,9.39,2,controls,0.01,0.0589
SYN0223-20240209-140829.jpg,SYN0223,2024-02-09 14:08:29,9.31,2,controls,0.026,0.0589
SYN0224-20240209-145106.jpg,SYN0224,2024-02-09 14:51:06,7.32,1,controls,0.029,0.0589
SYN0225-20240209-150205.jpg,SYN0225,2024-02-09 15:02:05,6.79,1,controls,0.053,0.0589
SYN0226-20240209-152103.jpg,SYN0226,2024-02-09 15:21:03,9.29,2,0304,0.925,0.0589
SYN0227-20240209-182010.jpg,SYN0227,2024-02-09 18:20:10,7.76,1,controls,0.054,0.0589
SYN0228-20240209-185736.jpg,SYN0228,2024-02-09 18:57:36,8.99,2,controls,0.198,0.0589
SYN0229-20240210-013854.jpg,SYN0229,2024-02-10 01:38:54,8.24,2,controls,0.003,0.0589
SYN0230-20240210-051946.jpg,SYN0230,2024-02-10 05:19:46,6.36,1,controls,0.101,0.0589
SYN0231-20240210-054353.jpg,SYN0231,2024-02-10 05:43:53,6.36,1,controls,0.0,0.0589
SYN0232-20240210-070127.jpg,SYN0232,2024-02-10 07:01:27,9.58,2,controls,0.025,0.0589
SYN0233-20240210-084244.jpg,SYN0233,2024-02-10 08:42:44,8.34,2,controls,0.001,0.0589
SYN0234-20240210-100647.jpg,SYN0234,2024-02-10 10:06:47,10.68,4,controls,0.103,0.0589
SYN0235-20240210-132305.jpg,SYN0235,2024-02-10 13:23:05,9.14,2,controls,0.0,0.0589
SYN0236-20240210-185645.jpg,SYN0236,2024-02-10 18:56:45,7.43,1,controls,0.134,0.0589
SYN0237-20240210-204207.jpg,SYN0237,2024-02-10 20:42:07,7.97,1,controls,0.222,0.0589
SYN0238-20240211-000950.jpg,SYN0238,2024-02-11 00:09:50,10.07,4,controls,0.007,0.0589
SYN0239-20240211-004718.jpg,SYN0239,2024-02-11 00:47:18,7.95,1,0304,0.921,0.0589
SYN0240-20240211-023018.jpg,SYN0240,2024-02-11 02:30:18,9.37,2,controls,0.062,0.0589
SYN0241-20240211-044158.jpg,SYN0241,2024-02-11 04:41:58,9.12,2,controls,0.484,0.0589
SYN0242-20240211-164649.jpg,SYN0242,2024-02-11 16:46:49,8.07,2,controls,0.026,0.0589
SYN0243-20240211-232044.jpg,SYN0243,2024-02-11 23:20:44,12.26,4,controls,0.192,0.0589
SYN0244-20240211-232310.jpg,SYN0244,2024-02-11 23:23:10,6.9,1,0304,0.961,0.0589
SYN0245-20240212-005826.jpg,SYN0245,2024-02-12 00:58:26,10.0,2,controls,0.029,0.0589
SYN0246-20240212-094926.jpg,SYN0246,2024-02-12 09:49:26,9.07,2,controls,0.231,0.0589
SYN0247-20240212-102614.jpg,SYN0247,2024-02-12 10:26:14,9.71,2,controls,0.002,0.0589
SYN0248-20240212-162619.jpg,SYN0248,2024-02-12 16:26:19,10.62,4,controls,0.022,0.0589
SYN0249-20240212-171432.jpg,SYN0249,2024-02-12 17:14:32,8.11,2,controls,0.089,0.0589
SYN0250-20240212-211235.jpg,SYN0250,2024-02-12 21:12:35,8.38,2,controls,0.046,0.0589
SYN0251-20240213-085813.jpg,SYN0251,2024-02-13 08:58:13,6.55,1,controls,0.003,0.0589
SYN0252-20240213-130735.jpg,SYN0252,2024-02-13 13:07:35,7.89,1,controls,0.006,0.0589
SYN0253-20240213-184532.jpg,SYN0253,2024-02-13 18:45:32,11.54,4,controls,0.01,0.0589
SYN0254-20240213-220329.jpg,SYN0254,2024-02-13 22:03:29,8.55,2,controls,0.085,0.0589
SYN0255-20240213-220817.jpg,SYN0255,2024-02-13 22:08:17,5.0,1,controls,0.034,0.0589
SYN0256-20240213-230727.jpg,SYN0256,2024-02-13 23:07:27,8.57,2,0304,0.917,0.0589
SYN0257-20240214-041135.jpg,SYN0257,2024-02-14 04:11:35,11.7,4,controls,0.018,0.0589
